epoch,model,seq_len,pred_len,data,batch_size,train_loss,vali_loss,test_loss,time_cost,learning_rate,date
239,MyLinearModels,336,24,ETTh1,16,0.24372,0.41623,0.3219,8.26,0.0,2025-04-22 14:20:39
240,MyLinearModels,336,24,ETTh1,16,0.24372,0.41773,0.3219,8.13,0.0,2025-04-22 14:20:48
241,MyLinearModels,336,24,ETTh1,16,0.24364,0.4177,0.3219,8.1,0.0,2025-04-22 14:20:56
242,MyLinearModels,336,24,ETTh1,16,0.24372,0.41646,0.3219,8.54,0.0,2025-04-22 14:21:04
243,MyLinearModels,336,24,ETTh1,16,0.24364,0.41762,0.3219,8.37,0.0,2025-04-22 14:21:13
244,MyLinearModels,336,24,ETTh1,16,0.2437,0.41762,0.3219,7.9,0.0,2025-04-22 14:21:21
245,MyLinearModels,336,24,ETTh1,16,0.24372,0.41762,0.3219,8.06,0.0,2025-04-22 14:21:29
246,MyLinearModels,336,24,ETTh1,16,0.24358,0.41719,0.3219,7.93,0.0,2025-04-22 14:21:37
247,MyLinearModels,336,24,ETTh1,16,0.24363,0.41748,0.3219,7.97,0.0,2025-04-22 14:21:44
248,MyLinearModels,336,24,ETTh1,16,0.24348,0.41718,0.3219,8.12,0.0,2025-04-22 14:21:53
249,MyLinearModels,336,24,ETTh1,16,0.24371,0.41726,0.3219,7.88,0.0,2025-04-22 14:22:00
250,MyLinearModels,336,24,ETTh1,16,0.24356,0.41751,0.3219,8.31,0.0,2025-04-22 14:22:09
251,MyLinearModels,336,24,ETTh1,16,0.24362,0.4178,0.3219,8.06,0.0,2025-04-22 14:22:17
252,MyLinearModels,336,24,ETTh1,16,0.2437,0.417,0.3219,8.06,0.0,2025-04-22 14:22:25
253,MyLinearModels,336,24,ETTh1,16,0.24367,0.41664,0.3219,8.09,0.0,2025-04-22 14:22:33
254,MyLinearModels,336,24,ETTh1,16,0.24373,0.41708,0.3219,7.99,0.0,2025-04-22 14:22:41
255,MyLinearModels,336,24,ETTh1,16,0.24364,0.41739,0.3219,7.9,0.0,2025-04-22 14:22:49
256,MyLinearModels,336,24,ETTh1,16,0.24371,0.41786,0.3219,8.19,0.0,2025-04-22 14:22:57
257,MyLinearModels,336,24,ETTh1,16,0.24337,0.41746,0.3219,8.2,0.0,2025-04-22 14:23:05
258,MyLinearModels,336,24,ETTh1,16,0.24378,0.41698,0.3219,8.61,0.0,2025-04-22 14:23:14
259,MyLinearModels,336,24,ETTh1,16,0.2437,0.41755,0.3219,8.55,0.0,2025-04-22 14:23:22
260,MyLinearModels,336,24,ETTh1,16,0.24365,0.41763,0.3219,8.26,0.0,2025-04-22 14:23:31
261,MyLinearModels,336,24,ETTh1,16,0.24363,0.41729,0.3219,8.11,0.0,2025-04-22 14:23:39
262,MyLinearModels,336,24,ETTh1,16,0.24368,0.41725,0.3219,8.38,0.0,2025-04-22 14:23:47
263,MyLinearModels,336,24,ETTh1,16,0.24375,0.41768,0.3219,8.04,0.0,2025-04-22 14:23:55
264,MyLinearModels,336,24,ETTh1,16,0.24374,0.41777,0.3219,8.23,0.0,2025-04-22 14:24:03
265,MyLinearModels,336,24,ETTh1,16,0.2437,0.41775,0.3219,8.28,0.0,2025-04-22 14:24:12
266,MyLinearModels,336,24,ETTh1,16,0.24365,0.4168,0.3219,7.85,0.0,2025-04-22 14:24:20
267,MyLinearModels,336,24,ETTh1,16,0.24377,0.41729,0.3219,8.06,0.0,2025-04-22 14:24:28
268,MyLinearModels,336,24,ETTh1,16,0.24367,0.41704,0.3219,8.09,0.0,2025-04-22 14:24:36
269,MyLinearModels,336,24,ETTh1,16,0.24356,0.41762,0.3219,7.95,0.0,2025-04-22 14:24:44
270,MyLinearModels,336,24,ETTh1,16,0.24366,0.41758,0.3219,8.4,0.0,2025-04-22 14:24:52
271,MyLinearModels,336,24,ETTh1,16,0.24366,0.41688,0.3219,8.29,0.0,2025-04-22 14:25:00
272,MyLinearModels,336,24,ETTh1,16,0.24374,0.417,0.3219,8.22,0.0,2025-04-22 14:25:09
273,MyLinearModels,336,24,ETTh1,16,0.24357,0.41746,0.3219,8.1,0.0,2025-04-22 14:25:17
274,MyLinearModels,336,24,ETTh1,16,0.24359,0.41775,0.3219,8.19,0.0,2025-04-22 14:25:25
275,MyLinearModels,336,24,ETTh1,16,0.24364,0.41762,0.3219,8.4,0.0,2025-04-22 14:25:33
276,MyLinearModels,336,24,ETTh1,16,0.24371,0.41743,0.3219,8.18,0.0,2025-04-22 14:25:42
277,MyLinearModels,336,24,ETTh1,16,0.24366,0.41778,0.3219,8.08,0.0,2025-04-22 14:25:50
278,MyLinearModels,336,24,ETTh1,16,0.24364,0.41706,0.3219,8.11,0.0,2025-04-22 14:25:58
279,MyLinearModels,336,24,ETTh1,16,0.24369,0.41767,0.3219,8.03,0.0,2025-04-22 14:26:06
280,MyLinearModels,336,24,ETTh1,16,0.24372,0.41778,0.3219,8.25,0.0,2025-04-22 14:26:14
281,MyLinearModels,336,24,ETTh1,16,0.24359,0.41626,0.3219,8.23,0.0,2025-04-22 14:26:22
282,MyLinearModels,336,24,ETTh1,16,0.24361,0.41716,0.3219,8.27,0.0,2025-04-22 14:26:30
283,MyLinearModels,336,24,ETTh1,16,0.24361,0.41631,0.3219,7.95,0.0,2025-04-22 14:26:38
284,MyLinearModels,336,24,ETTh1,16,0.2437,0.41777,0.3219,8.17,0.0,2025-04-22 14:26:47
285,MyLinearModels,336,24,ETTh1,16,0.24364,0.41767,0.3219,7.94,0.0,2025-04-22 14:26:55
286,MyLinearModels,336,24,ETTh1,16,0.24364,0.41639,0.3219,8.18,0.0,2025-04-22 14:27:03
287,MyLinearModels,336,24,ETTh1,16,0.24363,0.41694,0.3219,8.12,0.0,2025-04-22 14:27:11
288,MyLinearModels,336,24,ETTh1,16,0.24366,0.41746,0.3219,8.07,0.0,2025-04-22 14:27:19
289,MyLinearModels,336,24,ETTh1,16,0.24364,0.41742,0.3219,8.06,0.0,2025-04-22 14:27:27
290,MyLinearModels,336,24,ETTh1,16,0.24367,0.41779,0.3219,8.23,0.0,2025-04-22 14:27:35
291,MyLinearModels,336,24,ETTh1,16,0.24368,0.41682,0.3219,8.18,0.0,2025-04-22 14:27:43
292,MyLinearModels,336,24,ETTh1,16,0.24364,0.41699,0.3219,8.3,0.0,2025-04-22 14:27:52
293,MyLinearModels,336,24,ETTh1,16,0.24369,0.417,0.3219,8.68,0.0,2025-04-22 14:28:00
294,MyLinearModels,336,24,ETTh1,16,0.24365,0.41727,0.3219,8.33,0.0,2025-04-22 14:28:09
295,MyLinearModels,336,24,ETTh1,16,0.24365,0.41776,0.3219,8.01,0.0,2025-04-22 14:28:17
296,MyLinearModels,336,24,ETTh1,16,0.24375,0.41734,0.3219,7.89,0.0,2025-04-22 14:28:25
297,MyLinearModels,336,24,ETTh1,16,0.24377,0.41785,0.3219,8.03,0.0,2025-04-22 14:28:33
