epoch,model,seq_len,pred_len,data,batch_size,train_loss,vali_loss,test_loss,time_cost,learning_rate,date
211,GLinear,336,24,ETTh1,16,0.19032,0.42934,0.31399,8.87,0.0,2025-04-19 14:12:42
212,GLinear,336,24,ETTh1,16,0.19032,0.42926,0.31399,8.69,0.0,2025-04-19 14:12:50
213,GLinear,336,24,ETTh1,16,0.1903,0.42965,0.31399,9.02,0.0,2025-04-19 14:12:59
214,GLinear,336,24,ETTh1,16,0.19017,0.42892,0.31399,8.7,0.0,2025-04-19 14:13:08
215,GLinear,336,24,ETTh1,16,0.19017,0.42957,0.31399,8.91,0.0,2025-04-19 14:13:17
216,GLinear,336,24,ETTh1,16,0.19027,0.42951,0.31399,8.9,0.0,2025-04-19 14:13:26
217,GLinear,336,24,ETTh1,16,0.19027,0.42958,0.31399,8.56,0.0,2025-04-19 14:13:34
218,GLinear,336,24,ETTh1,16,0.19033,0.42973,0.31399,9.03,0.0,2025-04-19 14:13:43
219,GLinear,336,24,ETTh1,16,0.19026,0.42888,0.31399,8.81,0.0,2025-04-19 14:13:52
220,GLinear,336,24,ETTh1,16,0.19025,0.42923,0.31399,8.72,0.0,2025-04-19 14:14:01
221,GLinear,336,24,ETTh1,16,0.19032,0.42857,0.31399,8.58,0.0,2025-04-19 14:14:10
222,GLinear,336,24,ETTh1,16,0.19031,0.42906,0.31399,8.87,0.0,2025-04-19 14:14:18
223,GLinear,336,24,ETTh1,16,0.19027,0.42918,0.31399,8.81,0.0,2025-04-19 14:14:27
224,GLinear,336,24,ETTh1,16,0.19028,0.42896,0.31399,9.0,0.0,2025-04-19 14:14:36
225,GLinear,336,24,ETTh1,16,0.19029,0.42898,0.31399,8.85,0.0,2025-04-19 14:14:45
226,GLinear,336,24,ETTh1,16,0.19032,0.42916,0.31399,8.72,0.0,2025-04-19 14:14:54
227,GLinear,336,24,ETTh1,16,0.19023,0.42946,0.31399,8.55,0.0,2025-04-19 14:15:02
228,GLinear,336,24,ETTh1,16,0.1903,0.42899,0.31399,8.98,0.0,2025-04-19 14:15:11
229,GLinear,336,24,ETTh1,16,0.19026,0.4292,0.31399,8.87,0.0,2025-04-19 14:15:20
230,GLinear,336,24,ETTh1,16,0.19029,0.42906,0.31399,9.12,0.0,2025-04-19 14:15:29
231,GLinear,336,24,ETTh1,16,0.19032,0.42865,0.31399,8.76,0.0,2025-04-19 14:15:38
232,GLinear,336,24,ETTh1,16,0.1902,0.4292,0.31399,8.45,0.0,2025-04-19 14:15:47
233,GLinear,336,24,ETTh1,16,0.19024,0.429,0.31399,8.89,0.0,2025-04-19 14:15:55
234,GLinear,336,24,ETTh1,16,0.1903,0.4285,0.31399,8.88,0.0,2025-04-19 14:16:04
235,GLinear,336,24,ETTh1,16,0.19025,0.42951,0.31399,9.05,0.0,2025-04-19 14:16:13
236,GLinear,336,24,ETTh1,16,0.19027,0.42938,0.31399,8.85,0.0,2025-04-19 14:16:22
237,GLinear,336,24,ETTh1,16,0.19033,0.42902,0.31399,8.71,0.0,2025-04-19 14:16:31
238,GLinear,336,24,ETTh1,16,0.19017,0.42888,0.31399,8.81,0.0,2025-04-19 14:16:40
239,GLinear,336,24,ETTh1,16,0.19029,0.42895,0.31399,9.05,0.0,2025-04-19 14:16:49
240,GLinear,336,24,ETTh1,16,0.1903,0.42914,0.31399,8.95,0.0,2025-04-19 14:16:58
241,GLinear,336,24,ETTh1,16,0.19016,0.42911,0.31399,8.87,0.0,2025-04-19 14:17:07
242,GLinear,336,24,ETTh1,16,0.19028,0.42846,0.31399,8.66,0.0,2025-04-19 14:17:15
243,GLinear,336,24,ETTh1,16,0.19024,0.4293,0.31399,8.74,0.0,2025-04-19 14:17:24
244,GLinear,336,24,ETTh1,16,0.19023,0.42923,0.31399,8.93,0.0,2025-04-19 14:17:33
245,GLinear,336,24,ETTh1,16,0.19028,0.42918,0.31399,8.74,0.0,2025-04-19 14:17:42
246,GLinear,336,24,ETTh1,16,0.19019,0.42895,0.31399,8.89,0.0,2025-04-19 14:17:51
247,GLinear,336,24,ETTh1,16,0.19028,0.42836,0.31399,8.86,0.0,2025-04-19 14:17:59
248,GLinear,336,24,ETTh1,16,0.1902,0.42941,0.31399,8.92,0.0,2025-04-19 14:18:08
249,GLinear,336,24,ETTh1,16,0.19024,0.42846,0.31399,8.73,0.0,2025-04-19 14:18:17
250,GLinear,336,24,ETTh1,16,0.19026,0.42844,0.31399,8.73,0.0,2025-04-19 14:18:26
